summary_type,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,target_node,true_label,purified_pred,purified_is_correct,smoothed_pred,is_correct,reported_certified_radius,reported_asymmetric_total_radius,reported_asymmetric_delete_budget,reported_asymmetric_add_budget,reported_runner_up_asymmetric_total_radius,pA_lower,target_edge_retention
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2673,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.16666666666666666
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2673,4,4,1,4,1,0,0,0,0,0,0.9702473281193681,0.16666666666666666
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2673,4,4,1,4,1,0,0,0,0,0,0.9344582277457292,0.16666666666666666
fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.16666666666666666
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.16666666666666666
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.16666666666666666
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2149,3,0,0,0,0,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2149,3,0,0,0,0,0,0,0,0,0,0.9531349401218103,0.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2149,3,0,0,0,0,0,0,0,0,0,0.8877704738181484,0.0
fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2475,3,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2475,3,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2475,3,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2475,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2475,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2475,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2488,1,1,1,1,1,0,0,0,0,0,0.9612958817839642,0.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2488,1,1,1,1,1,0,0,0,0,0,0.9702473281193681,0.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2488,1,1,1,1,1,0,0,0,0,0,0.9531349401218103,0.0
fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2488,1,1,1,1,1,2,2,0,2,2,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2488,1,1,1,1,1,2,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2488,1,1,1,1,1,5,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2576,0,0,1,0,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2576,0,0,1,0,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2576,0,0,1,0,1,0,0,0,0,0,0.9702473281193681,0.5
fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2576,0,0,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2576,0,0,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2576,0,0,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2195,0,6,0,6,0,0,0,0,0,0,0.9380570722013619,0.2857142857142857
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2195,0,6,0,6,0,0,0,0,0,0,0.9274084157427628,0.2857142857142857
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2195,0,6,0,6,0,0,0,0,0,0,0.8721121247892049,0.2857142857142857
fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2195,0,6,0,1,0,0,0,0,0,0,0.9811771485586084,0.2857142857142857
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2195,0,6,0,1,0,0,0,0,0,0,0.9811771485586084,0.2857142857142857
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2195,0,6,0,1,0,0,0,0,0,0,0.9811771485586084,0.2857142857142857
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1873,3,5,0,5,0,0,0,0,0,0,0.9571436873657766,0.25
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1873,3,5,0,5,0,0,0,0,0,0,0.9239471612843768,0.25
fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1873,3,5,0,5,0,0,0,0,0,0,0.8537572011035888,0.25
fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1873,3,5,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1873,3,5,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1873,3,5,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2167,2,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2167,2,0,0,0,0,0,0,0,0,0,0.9752825416552515,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2167,2,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2167,2,0,0,1,0,0,0,0,0,0,0.8877704738181484,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2167,2,0,0,1,0,0,0,0,0,0,0.9104415149656366,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2167,2,0,0,1,0,0,0,0,0,0,0.9171323573479824,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2410,3,3,1,3,1,0,0,0,0,0,0.9752825416552515,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2410,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2410,3,3,1,3,1,0,0,0,0,0,0.9702473281193681,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2410,3,3,1,1,0,0,0,0,0,0,0.7165683438341801,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2410,3,3,1,1,0,0,0,0,0,0,0.6731802208916264,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2410,3,3,1,1,0,0,0,0,0,0,0.8007051077206022,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2514,2,2,1,2,1,0,0,0,0,0,0.9752825416552515,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2514,2,2,1,2,1,0,0,0,0,0,0.9811771485586084,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2514,2,2,1,2,1,0,0,0,0,0,0.9702473281193681,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2514,2,2,1,1,0,0,0,0,0,0,0.6597906487596125,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2514,2,2,1,1,0,0,0,0,0,0,0.6866472456200596,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2514,2,2,1,1,0,0,0,0,0,0,0.7525160759609599,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2653,0,0,1,0,1,0,0,0,0,0,0.9417140423720242,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2653,0,0,1,0,1,0,0,0,0,0,0.903856326336451,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2653,0,0,1,0,1,0,0,0,0,0,0.903856326336451,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2653,0,0,1,1,0,0,0,0,0,0,0.6678153084084987,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2653,0,0,1,1,0,0,0,0,0,0,0.6758673068359746,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2653,0,0,1,1,0,0,0,0,0,0,0.7835219611767247,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1809,3,3,1,3,1,0,0,0,0,0,0.9752825416552515,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1809,3,3,1,3,1,0,0,0,0,0,0.9702473281193681,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1809,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1809,3,3,1,1,0,0,0,0,0,0,0.797826491013796,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1809,3,3,1,1,0,0,0,0,0,0,0.8093788356970933,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1809,3,3,1,1,0,0,0,0,0,0,0.8877704738181484,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1937,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1937,3,3,1,3,1,0,0,0,0,0,0.945437885141615,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1937,3,3,1,3,1,0,0,0,0,0,0.9205229050485259,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1937,3,3,1,1,0,0,0,0,0,0,0.5679795730062993,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1937,3,3,1,1,0,0,0,0,0,0,0.5860940440129918,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1937,3,3,1,1,0,0,0,0,0,0,0.6332299924995555,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2411,3,2,0,2,0,0,0,0,0,0,0.9811771485586084,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2411,3,2,0,2,0,0,0,0,0,0,0.9811771485586084,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2411,3,2,0,2,0,0,0,0,0,0,0.9752825416552515,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2411,3,2,0,1,0,0,0,0,0,0,0.744158497097519,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2411,3,2,0,1,0,0,0,0,0,0,0.7083659966645378,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2411,3,2,0,1,0,0,0,0,0,0,0.772177475684926,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1982,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1982,5,5,1,5,1,0,0,0,0,0,0.9702473281193681,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1982,5,5,1,5,1,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1982,5,5,1,1,0,0,0,0,0,0,0.7275569772399468,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1982,5,5,1,1,0,0,0,0,0,0,0.7138305813324539,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1982,5,5,1,1,0,0,0,0,0,0,0.7892265674235782,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2093,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2093,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2093,1,1,1,1,1,1,1,1,0,1,0.9811771485586084,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2093,1,1,1,1,1,2,2,2,2,2,0.9752825416552515,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2093,1,1,1,1,1,2,0,0,0,0,0.9702473281193681,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2093,1,1,1,1,1,5,0,0,0,0,0.9752825416552515,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2009,3,0,0,0,0,0,0,0,0,0,0.9656375692128542,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2009,3,0,0,0,0,0,0,0,0,0,0.945437885141615,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2009,3,0,0,0,0,0,0,0,0,0,0.9274084157427628,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.8269113548323237,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.8181126633657099,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2009,3,0,0,1,0,0,0,0,0,0,0.903856326336451,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2289,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2289,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2289,4,4,1,4,1,1,1,1,0,1,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2289,4,4,1,4,1,0,0,0,0,0,0.5964980039461814,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2289,4,4,1,4,1,0,0,0,0,0,0.5346384150813224,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2289,4,4,1,4,1,0,0,0,0,0,0.43926670265262885,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1773,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1773,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1773,1,1,1,1,1,1,1,1,0,1,0.9811771485586084,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1773,1,1,1,1,1,1,1,1,1,1,0.9344582277457292,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1773,1,1,1,1,1,1,0,0,0,0,0.9417140423720242,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1773,1,1,1,1,1,4,0,0,0,0,0.9656375692128542,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2167,2,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2167,2,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2167,2,0,0,0,0,0,0,0,0,0,0.9811771485586084,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2167,2,0,0,1,0,0,0,0,0,0,0.894146735756629,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2167,2,0,0,1,0,0,0,0,0,0,0.894146735756629,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2167,2,0,0,1,0,0,0,0,0,0,0.9417140423720242,1.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2410,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2410,3,3,1,3,1,0,0,0,0,0,0.9612958817839642,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2410,3,3,1,3,1,0,0,0,0,0,0.9571436873657766,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2410,3,3,1,1,0,0,0,0,0,0,0.6920566375584332,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2410,3,3,1,1,0,0,0,0,0,0,0.7165683438341801,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2410,3,3,1,1,0,0,0,0,0,0,0.7920873511862734,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2514,2,2,1,2,1,0,0,0,0,0,0.9811771485586084,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2514,2,2,1,2,1,0,0,0,0,0,0.9752825416552515,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2514,2,2,1,2,1,0,0,0,0,0,0.9702473281193681,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2514,2,2,1,1,0,0,0,0,0,0,0.6544556905550155,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2514,2,2,1,1,0,0,0,0,0,0,0.6571217060012062,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2514,2,2,1,1,0,0,0,0,0,0,0.7609139652894115,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2653,0,0,1,0,1,0,0,0,0,0,0.9417140423720242,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2653,0,0,1,0,1,0,0,0,0,0,0.9205229050485259,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2653,0,0,1,0,1,0,0,0,0,0,0.8598292565157926,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2653,0,0,1,1,0,0,0,0,0,0,0.7165683438341801,0.4
